     ID,        Address,       City,ZipCode,Bedrooms,Bathrooms,Estimated_Price ,AreaSpace,YearBuilt,Estimated_Rent,Mortgage  , Price_Per_SQFT,   Status
124861226,41910 Beckett Farms Ter,Aldie,20105,3,3,499900,2004,2016,2249,2823,249,Townhouse For Sale
2105919808,24682 Lynette Springs Ter,Aldie,20105,3,3,299900,2696,2013,1975,2823,111,Townhouse For Sale
121916232,25692 Spring Race Ter,Aldie,20105,3,4,425000,1936,2014,2175,2823,219,Townhouse For Sale
72491272,24637 Rosebay Ter,Aldie,20105,3,3,345000,2100,2006,1950,2823,164,Townhouse For Sale
12455235,10201 Farragut Ct,Manassas,20109,3,2.5,235000,1320,1973,1400,1699,178,Townhouse For Sale
52007808,11114 Wainwright Pl,Manassas,20109,3,3,314900,2232,2000,1900,1699,141,Townhouse For Sale
51996498,11312 Kessler Pl,Manassas,20109,3,4,279999,1974,1991,1800,1699,141,Townhouse For Sale
51997634,11113 Halterpath Trl,Manassas,20109,3,2.5,219900,1627,1990,1700,1699,135,Townhouse For Sale
80604380,8916 Brewer Creek Pl,Manassas,20109,3,3,317999,2232,2006,1900,1699,142,Townhouse For Sale
12498310,10183 Jamaica Ln,Manassas,20109,2,3,240000,1932,1989,1750,1699,124,Townhouse For Sale
12504189,7654 Helmsdale Pl,Manassas,20109,3,3,295000,1960,1995,1800,1699,150,Townhouse For Sale
12455156,7552 Quail Run Ln,Manassas,20109,3,3,220000,1848,1972,1700,1699,119,Townhouse For Sale
12455269,10280 Cub Run Ct,Manassas,20109,3,2.5,239900,1544,1976,1650,1699,155,Townhouse For Sale
12454962,7903 Meadow Ct,Manassas,20109,3,3,184900,1372,1975,1450,1699,134,Townhouse For Sale
12455088,7510 Remington Rd,Manassas,20109,4,3,249900,1515,1972,1650,1699,164,Townhouse For Sale
12497399,8036 Hilliard Dr,Manassas,20109,3,4,315000,2000,1988,1850,1699,157,Townhouse For Sale
62697295,9438 Teaberry Ct,Manassas,20110,3,3,234990,1476,1994,1600,1789,159,Townhouse For Sale
58347860,9618 Aspen Pl,Manassas,20110,3,4,185000,1170,1964,1495,1789,158,Townhouse For Sale
62697847,9001 Sandalwood Dr # C,Manassas,20110,2,2,172000,1136,1983,1400,1789,151,Townhouse For Sale
62696896,9464 Fringe Tree Ln,Manassas,20110,3,5,222000,1134,1992,1550,1789,195,Townhouse For Sale
58349415,10301 Calypso Dr,Manassas,20110,4,4,274000,1960,1995,1850,1789,139,Townhouse For Sale
58347952,9271 Byrd Dr,Manassas,20110,3,2,199900,1170,1966,1450,1789,170,Townhouse For Sale
58352157,8419 Piney Point Ct,Manassas,20110,3,5,245000,2310,1974,1800,1789,106,Townhouse For Sale
58349306,9183 Burnet Ct,Manassas,20110,3,4,319900,2200,1989,1800,1789,145,Townhouse For Sale
58348030,9747 Bragg Ln,Manassas,20110,3,3,210000,1080,1965,1495,1789,194,Townhouse For Sale
12497297,7515 Tendring Trl,Manassas,20111,3,4,268000,1652,1989,1750,2093,162,Townhouse For Sale
121901748,9033 Christina Pl,Manassas park,20111,3,4,365000,2387,2015,1895,2093,152,Townhouse For Sale
65224663,320 Kirby St,Manassas park,20111,4,4,261000,1988,1988,1700,2093,131,Townhouse For Sale
121901443,9053 Isabel Ln,Manassas park,20111,3,3,375000,2144,2015,2099,2093,174,Townhouse For Sale
55738085,311 Moseby Ct,Manassas park,20111,3,4,227400,1852,1990,1550,2093,122,Townhouse For Sale
55738053,328 Moseby Ct,Manassas park,20111,3,4,215000,1720,1991,1550,2093,125,Townhouse For Sale
51995442,7672 Chadds Landing Way,Manassas,20111,4,4,269000,1309,1990,1750,2093,205,Townhouse For Sale
55736639,9314 Lindsey Ln,Manassas park,20111,3,4,279900,1340,1994,1795,2093,208,Townhouse For Sale
84073752,9767 Corbett Cir,Manassas park,20111,3,4,330000,2404,2005,1995,2093,137,Townhouse For Sale
65225954,8249 Glade Bank Dr,Manassas,20111,4,4,393000,1942,2004,2100,2093,202,Townhouse For Sale
55738050,322 Moseby Ct,Manassas park,20111,3,3,215000,1732,1991,1500,2093,124,Townhouse For Sale
12425398,3 Orange Dr,Middleburg,20117,4,3,495000,2960,1989,2300,3221,167,Townhouse For Sale
51823215,14928 Ampstead Ct,Centreville,20120,4,2,312999,1160,1981,2000,2212,269,Townhouse For Sale
51826398,6216 Paddington Ln,Centreville,20120,3,3,319900,1160,1968,2100,2212,275,Townhouse For Sale
51826517,14754 Gatwick Sq,Centreville,20120,3,4,330000,1920,1969,2100,2212,171,Townhouse For Sale
65722552,5022 Greenhouse Ter,Centreville,20120,3,4,440000,1778,2005,2200,2212,247,Townhouse For Sale
51828645,6133 Rocky Way Ct,Centreville,20120,3,4,335000,1626,1988,2050,2212,206,Townhouse For Sale
51826387,14814 Haymarket Ln,Centreville,20120,3,3,270000,1516,1968,2000,2212,178,Townhouse For Sale
51858806,6159 Singletons Way,Centreville,20121,4,4,359000,1596,1986,2150,2065,224,Townhouse For Sale
51861802,6838 Chasewood Cir,Centreville,20121,2,2,315000,1397,1993,1900,2065,225,Townhouse For Sale
51860765,14212 Beddingfield Way,Centreville,20121,3,4,389900,1724,1995,2100,2065,226,Townhouse For Sale
51863739,6808 Compton Valley Pl,Centreville,20121,3,4,324900,1934,1992,2100,2065,167,Townhouse For Sale
51856671,6426 Overcoat Ln,Centreville,20121,3,4,384900,1464,1991,2100,2065,262,Townhouse For Sale
51829930,13917 Woods Run Ct,Centreville,20121,3,4,365000,1700,1987,2100,2065,214,Townhouse For Sale
51827246,14563 Golden Oak Rd,Centreville,20121,3,2,220000,1302,1973,1650,2065,168,Townhouse For Sale
51861490,6757 Jenny Leigh Ct,Centreville,20121,3,4,356000,1680,1989,2000,2065,211,Townhouse For Sale
51858480,6085 Deer Hill Ct,Centreville,20121,2,2,255000,1150,1985,1725,2065,221,Townhouse For Sale
51857960,13625 Forest Pond Ct,Centreville,20121,2,1.5,279900,930,1985,1700,2065,300,Townhouse For Sale
51861867,6844 Kerrywood Cir,Centreville,20121,3,4,390000,1879,1993,2150,2065,207,Townhouse For Sale
51859835,6361 Generals Ct,Centreville,20121,3,4,364900,1700,1987,2050,2065,214,Townhouse For Sale
51860046,13943 Baton Rouge Ct,Centreville,20121,4,4,409000,1885,1990,2150,2065,216,Townhouse For Sale
51861512,6750 Rockledge Pl,Centreville,20121,2,3,339900,1400,1989,1950,2065,242,Townhouse For Sale
52003846,8756 Dunstable Loop,Bristow,20136,4,3.5,255000,1676,2000,1900,2462,152,Townhouse For Sale
52002862,13472 Grouserun Ln,Bristow,20136,3,2,289900,1728,1996,1850,2462,167,Townhouse For Sale
52002867,8509 Coronation Ln,Bristow,20136,3,2,289900,1728,1996,1850,2462,167,Townhouse For Sale
80603765,9153 Ribbon Falls Loop,Bristow,20136,3,4,347900,2136,2006,2000,2462,162,Townhouse For Sale
121980588,42786 Lauder Ter,Ashburn,20147,3,3,329000,1606,2013,1950,2677,204,Townhouse For Sale
12394307,20396 Cool Fern Sq,Ashburn,20147,3,2.5,305000,1420,1997,1800,2677,214,Townhouse For Sale
82561709,20475 Alicent Ter,Ashburn,20147,2,2.5,355000,1682,2007,1900,2677,211,Townhouse For Sale
121980272,20600 Hope Spring Ter UNIT 301,Ashburn,20147,2,2,389700,1518,2013,2050,2677,256,Townhouse For Sale
12399873,20944 Pioneer Ridge Ter,Ashburn,20147,3,4,345000,1820,1992,1975,2677,189,Townhouse For Sale
12394232,44167 Mossy Brook Sq,Ashburn,20147,3,2.5,310000,1416,1994,1775,2677,218,Townhouse For Sale
12396306,43769 Clemens Ter,Ashburn,20147,3,3,414900,1944,1996,2250,2677,213,Townhouse For Sale
61200345,43262 Somerset Hills Ter,Ashburn,20147,3,4,474990,3219,2004,2750,2677,147,Townhouse For Sale
119360753,20417 Codman Dr,Ashburn,20147,3,4,568000,2304,2014,2850,2677,246,Townhouse For Sale
121984950,21246 Park Grove Ter,Ashburn,20147,3,4,540000,3201,2012,2575,2677,168,Townhouse For Sale
61200159,19909 Naples Lakes Ter,Ashburn,20147,3,4,599900,3855,2004,3000,2677,155,Townhouse For Sale
61200235,19875 Naples Lakes Ter,Ashburn,20147,4,4,614900,3861,2003,3000,2677,159,Townhouse For Sale
61202023,42476 Legacy Park Dr,Ashburn,20148,4,3,478000,3050,2003,2400,3069,156,Townhouse For Sale
82554774,22648 Verde Gate Ter,Ashburn,20148,3,3,359500,2766,2007,2300,3069,129,Townhouse For Sale
119360045,42314 Grahams Stable Sq,Ashburn,20148,4,4,599000,3844,2014,2950,3069,155,Townhouse For Sale
12400945,43134 Huntsman Sq,Broadlands,20148,3,3,392000,1807,1998,2000,3069,216,Townhouse For Sale
119359877,23149 Flora Mure Dr,Ashburn,20148,4,4,434999,1954,2013,2300,3069,222,Townhouse For Sale
121982628,21123 Ashburn Heights Dr,Ashburn,20148,4,4,574888,3010,2013,2700,3069,190,Townhouse For Sale
121983100,22568 Willington Sq,Ashburn,20148,3,5,644900,3960,2014,2900,3069,162,Townhouse For Sale
121984076,23502 Epperson Sq,Ashburn,20148,4,4,639990,3809,2014,3000,3069,168,Townhouse For Sale
121984381,43139 Whelplehill Ter,Ashburn,20148,4,4,444900,1906,2014,2300,3069,233,Townhouse For Sale
51786304,4005 Flagg Ct,Chantilly,20151,3,4,336000,1188,1976,1975,2382,282,Townhouse For Sale
51787374,4656 Flatlick Branch Dr,Chantilly,20151,3,4,389900,2100,1999,2100,2382,185,Townhouse For Sale
51786536,4221 Sauterne Ct,Chantilly,20151,2,1.5,255900,1260,1982,1699,2382,203,Townhouse For Sale
59787356,4113 Dallas Hutchison St,Chantilly,20151,4,4,473500,2764,2002,2500,2382,171,Townhouse For Sale
68468594,25212 Whippoorwill Ter,South riding,20152,3,4,434990,2433,2005,2295,2732,178,Townhouse For Sale
125142200,43617 Helmsdale Ter,Chantilly,20152,3,3,349900,1537,2014,1999,2732,227,Townhouse For Sale
118482882,42846 Alumni Ter,Chantilly,20152,3,4,335000,1700,2012,1900,2732,197,Townhouse For Sale
121983695,43478 Hopestone Ter,Chantilly,20152,3,2.5,449000,2320,2012,2300,2732,193,Townhouse For Sale
121985575,43982 Vaira Ter,Chantilly,20152,3,3,339990,1542,2013,2000,2732,220,Townhouse For Sale
68468522,25174 Whippoorwill Ter,South riding,20152,3,2.5,425000,3004,2005,2300,2732,141,Townhouse For Sale
119360310,24863 Mason Dale Ter,Chantilly,20152,3,4,452900,2640,2011,2300,2732,171,Townhouse For Sale
121831152,44039 Peirosa Ter,Chantilly,20152,3,4,424500,1992,2014,2250,2732,213,Townhouse For Sale
118902664,42347 Pine Forest Dr,Chantilly,20152,3,4,549900,3660,2013,2500,2732,150,Townhouse For Sale
112076444,42632 Offenham Ter,Chantilly,20152,3,3,484900,3200,2012,2495,2732,151,Townhouse For Sale
112076674,25080 Becerra Ter,Chantilly,20152,3,4,499990,3660,2012,2499,2732,136,Townhouse For Sale
59702662,6815 Avalon Isle Way,Gainesville,20155,3,3,287500,1448,2002,1700,2519,198,Townhouse For Sale
55705341,6564 Everbreeze Ln,Gainesville,20155,3,3,369900,2147,2001,2200,2519,172,Townhouse For Sale
53445769,45480 Oak Trail Sq,Sterling,20164,3,3,389900,2600,2000,2250,2053,149,Townhouse For Sale
12374619,614 Giles Pl,Sterling,20164,3,4,249900,1152,1981,1700,2053,216,Townhouse For Sale
12388581,1030 Brixton Ct # A,Sterling,20164,2,1,182900,1054,1975,1450,2053,173,Townhouse For Sale
121978079,47638 Leopards Chase Ter,Sterling,20165,3,5,690000,3217,2013,2900,2531,214,Townhouse For Sale
12373300,46786 Manchester Ter,Sterling,20165,3,3,370000,1702,1999,2295,2531,217,Townhouse For Sale
53445215,20869 Grisdale Ter,Sterling,20165,3,3,399900,2020,2000,2200,2531,197,Townhouse For Sale
12381042,46352 Sheel Ter,Sterling,20165,3,4,399988,2028,1992,2150,2531,197,Townhouse For Sale
12373441,20536 Burgess Ter,Sterling,20165,3,3,420000,2328,1995,2250,2531,180,Townhouse For Sale
12370483,47647 Weatherburn Ter,Sterling,20165,2,4,339900,1360,1996,1975,2531,249,Townhouse For Sale
72488330,47619 Paulsen Sq,Sterling,20165,4,4.5,626000,4298,2006,3199,2531,145,Townhouse For Sale
121983264,20273 Fox Hall Ter,Sterling,20165,3,5,669900,3217,2013,2900,2531,208,Townhouse For Sale
72486782,47639 Paulsen Sq,Sterling,20165,4,5,605000,4298,2006,3000,2531,140,Townhouse For Sale
119361360,20279 Center Brook Sq,Sterling,20165,2,5,624000,3217,2012,2900,2531,193,Townhouse For Sale
114441956,45901 Peach Oak Ter,Sterling,20166,3,4,499990,2668,2012,2400,2341,187,Townhouse For Sale
119361468,45954 Iron Oak Ter,Sterling,20166,3,4,457999,1720,2014,2100,2341,266,Townhouse For Sale
118482498,21722 Indian Summer Ter,Sterling,20166,3,3,324999,1680,2012,1900,2341,193,Townhouse For Sale
53445381,45559 Grand Central Sq,Sterling,20166,3,3,349900,2102,1999,2000,2341,166,Townhouse For Sale
118482851,24684 Hutchinson Farm Dr,Sterling,20166,2,2,289900,1400,2012,1850,2341,207,Townhouse For Sale
119075878,42578 Harlow Meadows Ter,Sterling,20166,4,4,455000,2091,2013,2250,2341,217,Townhouse For Sale
53445413,45582 Trestle Ter,Sterling,20166,3,4,375000,1580,1999,2175,2341,237,Townhouse For Sale
12387893,45690 Waterloo Station Sq,Sterling,20166,3,4,389900,1609,1999,2100,2341,242,Townhouse For Sale
121651916,24642 Red Lake Ter,Sterling,20166,4,5,519995,3600,2014,2497,2341,144,Townhouse For Sale
61211588,5634 Wheelwright Way,Haymarket,20169,3,3,412950,3032,2004,2450,2897,136,Townhouse For Sale
80613614,6151 Popes Creek Pl,Haymarket,20169,3,4,360000,2283,2006,2050,2897,157,Townhouse For Sale
59702915,6334 Cullen Pl,Haymarket,20169,3,4,369999,2336,2003,2200,2897,158,Townhouse For Sale
89436263,15972 Greymill Manor Dr,Haymarket,20169,3,4,367750,1936,2008,2200,2897,189,Townhouse For Sale
59703070,6159 Myradale Way,Haymarket,20169,3,3,364999,2336,2002,2150,2897,156,Townhouse For Sale
59702896,6173 Toledo Pl,Haymarket,20169,3,4,387000,2536,2002,2250,2897,152,Townhouse For Sale
121801513,15445 Painters Cove Way,Haymarket,20169,3,3,399900,3216,2013,2500,2897,124,Townhouse For Sale
121898533,15458 Painters Cove Way,Haymarket,20169,3,4,399900,2871,2012,2295,2897,139,Townhouse For Sale
69216915,5506 Arrowfield Ter,Haymarket,20169,3,4,400000,2064,2005,2299,2897,193,Townhouse For Sale
69215648,5623 Solheim Cup Dr,Haymarket,20169,4,4,504900,4505,2005,2600,2897,112,Townhouse For Sale
80601755,5610 Swift Creek Ct,Haymarket,20169,4,4,449000,3172,2006,2500,2897,141,Townhouse For Sale
121898876,15447 Gossoms Store Ct,Haymarket,20169,3,4,419900,2760,2012,2300,2897,152,Townhouse For Sale
51718078,751 Cordell Way,Herndon,20170,3,3,299900,1428,1974,1995,2561,210,Townhouse For Sale
51712684,2103 Ferguson Pl,Herndon,20170,2,2,235000,960,1972,1650,2561,244,Townhouse For Sale
82742556,802 Branch Dr,Herndon,20170,3,4,559900,2388,2008,2485,2561,234,Townhouse For Sale
51713244,2165 Mager Dr,Herndon,20170,3,3,349000,1496,1985,1950,2561,233,Townhouse For Sale
51713445,13347 Feldman Pl,Herndon,20170,4,3,324500,1750,1974,2000,2561,185,Townhouse For Sale
72488620,112 Fortnightly Blvd,Herndon,20170,3,3,565000,2913,2006,2600,2561,193,Townhouse For Sale
72487074,401 Spring St,Herndon,20170,3,4,549950,2628,2006,2600,2561,209,Townhouse For Sale
51717975,13055 Park Crescent Cir,Herndon,20171,3,4,450000,2256,1999,2295,2680,199,Townhouse For Sale
51716106,13124 Kidwell Field Rd,Herndon,20171,2,3,394999,2000,1994,1561,2680,253,Townhouse For Sale
51733110,13568 Highland Mews Ct,Herndon,20171,2,3,329900,1900,1986,1260,2680,261,Townhouse For Sale
51712587,2556 Chase Wellesley Dr,Herndon,20171,4,4,448800,2200,1998,1840,2680,243,Townhouse For Sale
12412646,812 Vanderbilt Ter SE,Leesburg,20175,3,3,332900,1895,1998,1852,3036,179,Townhouse For Sale
12409764,670 Mcleary Sq SE,Leesburg,20175,3,3,399990,2275,2002,1994,3036,200,Townhouse For Sale
82567538,185 Connery Ter SW,Leesburg,20175,3,3.5,350000,1900,1997,1676,3036,208,Townhouse For Sale
12411606,134 Marlow St SW,Leesburg,20175,3,3,265000,1650,1974,1280,3036,207,Townhouse For Sale
12413044,332 Roanoke Dr SE,Leesburg,20175,2,2,209999,1375,1966,1072,3036,195,Townhouse For Sale
12416156,163 Connery Ter SW,Leesburg,20175,3,4,300000,1900,1996,2124,3036,141,Townhouse For Sale
72487559,20735 Red Cedar Dr,Leesburg,20175,3,4,449999,2400,2006,2836,3036,158,Townhouse For Sale
121978366,1707 Taymount Ter NE,Leesburg,20176,4,3,474500,2600,2013,2679,3059,177,Townhouse For Sale
68461116,18320 Fairway Oaks Sq,Leesburg,20176,4,5,949900,4039,2005,4981,3059,190,Townhouse For Sale
61199636,18301 Mullfield Village Ter,Leesburg,20176,4,5,825000,3700,2004,5298,3059,155,Townhouse For Sale
12407140,817 Smartts Ln NE,Leesburg,20176,3,3,289909,1850,1988,1240,3059,233,Townhouse For Sale
54520472,18545 Sierra Springs Sq,Leesburg,20176,3,3.5,389900,2100,2002,1946,3059,200,Townhouse For Sale
110695927,19504 Front St,Leesburg,20176,4,4,519777,2750,2009,3373,3059,154,Townhouse For Sale
61199641,43490 Castle Harbour Ter,Leesburg,20176,4,4,649000,3000,2003,3279,3059,197,Townhouse For Sale
12397717,43398 Westchester Sq,Leesburg,20176,3,5,675000,3200,2002,4129,3059,163,Townhouse For Sale
89010885,43582 Popes Creek Sq,Leesburg,20176,4,3.5,512000,2750,2008,3275,3059,156,Townhouse For Sale
89011749,13608 Village Green Dr,Leesburg,20176,3,3,419900,2300,2008,3129,3059,134,Townhouse For Sale
12407962,165 Meadows Ln NE,Leesburg,20176,3,3,279999,1900,1985,1815,3059,154,Townhouse For Sale
61196253,18449 Montview Sq,Leesburg,20176,3,3,405999,2150,2002,2304,3059,176,Townhouse For Sale
12397726,43402 Westchester Sq,Leesburg,20176,3,3,553900,2900,1999,2641,3059,209,Townhouse For Sale
53447422,18309 Mill Ridge Ter,Leesburg,20176,4,3.5,460000,2500,2001,2828,3059,162,Townhouse For Sale
61202394,813 Bluefield Sq NE,Leesburg,20176,3,3,398500,2175,2004,2300,3059,173,Townhouse For Sale
110695551,19452 Xerox Dr,Leesburg,20176,3,4,429000,2300,2011,2373,3059,180,Townhouse For Sale
12403930,506 Kalmia Sq NE,Leesburg,20176,3,4,339995,1950,1997,1888,3059,180,Townhouse For Sale
54519583,18535 Bear Creek Ter,Leesburg,20176,3,4,499900,2700,2001,2670,3059,187,Townhouse For Sale
61199687,18207 Cypress Point Ter,Leesburg,20176,4,5,999999,4646,2005,5121,3059,195,Townhouse For Sale
72489232,18370 Fairway Oaks Sq,Leesburg,20176,5,5.5,1150000,4746,2006,5728,3059,200,Townhouse For Sale
72489308,18315 Buccaneer Ter,Leesburg,20176,4,3.5,624900,2900,2006,3585,3059,174,Townhouse For Sale
12397136,18434 Lanier Island Sq,Leesburg,20176,3,4,669900,3200,2000,3515,3059,190,Townhouse For Sale
54519610,43773 Bent Creek Ter,Leesburg,20176,3,4,574900,2750,2001,2600,3059,221,Townhouse For Sale
110698127,19510 Front St,Leesburg,20176,4,4,527000,2750,2009,3373,3059,156,Townhouse For Sale
61199711,18228 Cypress Point Ter,Leesburg,20176,5,5,659900,3450,2004,3684,3059,179,Townhouse For Sale
12397785,18482 Lanier Island Sq,Leesburg,20176,3,5,650000,3199,2001,4124,3059,157,Townhouse For Sale
12397778,18494 Lanier Island Sq,Leesburg,20176,4,4,614900,3000,2002,3323,3059,185,Townhouse For Sale
12240844,12 Falmouth Ct,Warrenton,20186,3,3,239900,1450,1990,1590,2310,150,Townhouse For Sale
12241484,134 Oak Tree Ln,Warrenton,20186,3,2,225000,1400,1988,1080,2310,208,Townhouse For Sale
68470445,6721 Holly Farm Ln,Warrenton,20187,3,4,349900,2300,2005,3304,2334,105,Townhouse For Sale
51719130,12188 Chancery Station Cir,Reston,20190,4,4,899990,3495,1999,2320,2535,387,Townhouse For Sale
51718873,12071 Edgemere Cir,Reston,20190,4,4,549900,2500,1994,1941,2535,283,Townhouse For Sale
51722739,11144 Forest Edge Dr,Reston,20190,3,3,404900,2100,1968,1589,2535,254,Townhouse For Sale
51719273,11577 Maple Ridge Rd,Reston,20190,3,2,410000,2200,1965,1974,2535,207,Townhouse For Sale
51719576,1650 Wainwright Dr,Reston,20190,3,3,455900,2400,1966,2450,2535,186,Townhouse For Sale
51722865,1658 Valencia Way,Reston,20190,3,4,409000,2100,1972,2122,2535,192,Townhouse For Sale
51719146,12154 Chancery Station Cir,Reston,20190,3,5,899900,3950,2000,2974,2535,302,Townhouse For Sale
51721685,12070 Kinsley Pl,Reston,20190,3,4,889990,3713,2000,2498,2535,356,Townhouse For Sale
51737479,2004 Golf Course Dr,Reston,20191,3,4,445000,2100,1972,1422,2168,312,Townhouse For Sale
82737621,1958 Winterport Cluster,Reston,20191,4,4,550000,2400,1978,2400,2168,229,Townhouse For Sale
51737051,11918 Breton Ct # 1B,Reston,20191,2,3,369900,2050,1998,1514,2168,244,Townhouse For Sale
51736061,2124 Cartwright Pl,Reston,20191,2,2,319900,1800,1974,1197,2168,267,Townhouse For Sale
51742445,1947 Sagewood Ln,Reston,20191,2,2,329900,1995,1984,919,2168,358,Townhouse For Sale
51738793,2004 Turtle Pond Dr,Reston,20191,4,3,768900,3200,1983,3189,2168,241,Townhouse For Sale
51744019,11152 Glade Dr,Reston,20191,3,3,492990,2400,1981,1750,2168,281,Townhouse For Sale
51742284,1937 Lakeport Way,Reston,20191,3,4,799999,3232,1986,3055,2168,261,Townhouse For Sale
51738692,11527 Buttonwood Ct,Reston,20191,3,3,350000,2100,1979,1468,2168,238,Townhouse For Sale
51742645,11120 Harbor Ct # 1120,Reston,20191,2,3,435000,2200,1981,1326,2168,328,Townhouse For Sale
51741373,11512 Hearthstone Ct,Reston,20191,4,4,474900,2250,1972,2051,2168,231,Townhouse For Sale
51741367,11500 Hearthstone Ct,Reston,20191,4,4,469500,2300,1972,2181,2168,215,Townhouse For Sale
51737079,11862 Breton Ct # 15B,Reston,20191,2,3,365000,2000,1998,1524,2168,239,Townhouse For Sale
51737568,11721 Dry River Ct,Reston,20191,4,4,450000,2250,1980,1692,2168,265,Townhouse For Sale
51735411,11944 Escalante Ct,Reston,20191,4,3,399900,2100,1972,1820,2168,219,Townhouse For Sale
51722140,11706 Indian Ridge Rd,Reston,20191,4,3,489000,2450,1972,2064,2168,236,Townhouse For Sale
51739186,1974 Winterport Cluster,Reston,20191,2,4,425800,2100,1978,1734,2168,245,Townhouse For Sale
51735425,11975 Greywing Ct,Reston,20191,3,3,399900,2100,1972,1729,2168,231,Townhouse For Sale
51708804,1408 Church Hill Pl,Reston,20194,2,3,365999,2050,1989,1667,2917,219,Townhouse For Sale
51707787,1553 Bennington Woods Ct,Reston,20194,3,3,425000,2100,1983,1420,2917,299,Townhouse For Sale
51709755,1461 Park Garden Ln,Reston,20194,3,4,515000,2500,1994,2090,2917,246,Townhouse For Sale
51707506,1500 Deer Point Way,Reston,20194,2,4,499900,2400,1988,2382,2917,209,Townhouse For Sale
51709243,11411 Hollow Timber Ct,Reston,20194,4,4,648000,3000,1992,2106,2917,307,Townhouse For Sale
51709248,11401 Hollow Timber Ct,Reston,20194,4,4,674900,2995,1992,3159,2917,213,Townhouse For Sale
51709355,1368 Sundial Dr,Reston,20194,3,4,520000,2400,1995,2102,2917,247,Townhouse For Sale
51706250,1329 Vintage Pl,Reston,20194,2,4,467000,2299,1996,1296,2917,360,Townhouse For Sale
51709772,1411 Park Garden Ln,Reston,20194,3,4,565000,2500,1993,2225,2917,253,Townhouse For Sale
51706358,1216 Wild Hawthorn Way,Reston,20194,3,4,560000,2495,1997,1732,2917,323,Townhouse For Sale
51838926,3328 Webley Ct,Annandale,22003,2,4,419900,2100,1968,1642,2634,255,Townhouse For Sale
51877780,4759 Parkman Ct,Annandale,22003,3,3,310000,2150,1964,1948,2634,159,Townhouse For Sale
51842355,7836 Byrds Nest Pass,Annandale,22003,3,4,445000,2250,1980,1938,2634,229,Townhouse For Sale
51839157,8392 Glastonbury Ct,Annandale,22003,3,3,405000,2100,1970,1522,2634,266,Townhouse For Sale
51904347,6008 Mardale Ln,Burke,22015,3,3,320000,2000,1974,1232,2586,259,Townhouse For Sale
51903864,6035 Ticonderoga Ct,Burke,22015,3,4,375000,2000,1974,1232,2586,304,Townhouse For Sale
51898266,5535 Peppercorn Dr,Burke,22015,3,3,335000,1995,1973,1200,2586,279,Townhouse For Sale
51896356,5794 First Landing Way # 119,Burke,22015,3,3,310000,2000,1981,1360,2586,227,Townhouse For Sale
51896445,10219 Heron Pond Ter,Burke,22015,3,4,372500,2100,1981,1800,2586,206,Townhouse For Sale
51899871,5513 Beaconsfield Ct,Burke,22015,3,2.5,399000,2100,1971,1408,2586,283,Townhouse For Sale
51901347,9560 Cherry Oak Ct,Burke,22015,3,4,388000,2100,1972,1538,2586,252,Townhouse For Sale
12494278,4201 Jonathan Ct,Dumfries,22025,2,3,275000,1700,1988,1976,2048,139,Townhouse For Sale
12494589,15777 Widewater Dr,Dumfries,22025,3,4,324900,1800,1988,1964,2048,165,Townhouse For Sale
12502842,16191 Taconic Cir,Dumfries,22025,3,3,259900,1750,1994,1784,2048,145,Townhouse For Sale
52002672,4110 Yellow Stone Loop,Dumfries,22025,4,4,255000,1750,1998,1856,2048,137,Townhouse For Sale
52001390,16138 Taconic Cir,Dumfries,22025,4,4,249900,1745,1994,1436,2048,174,Townhouse For Sale
12490768,4743 Timber Ridge Dr,Dumfries,22025,4,4,535000,2650,1987,3223,2048,165,Townhouse For Sale
12494297,4240 Jonathan Ct,Dumfries,22025,2,4,274990,1800,1987,1960,2048,140,Townhouse For Sale
12502771,17435 Isle Royale Ter,Dumfries,22025,4,4,315000,1900,1995,2408,2048,130,Townhouse For Sale
52002645,17448 Tangariro Sq,Dumfries,22025,3,3,270000,1700,1998,1654,2048,163,Townhouse For Sale
51997980,16924 Point Pleasant Ln,Dumfries,22026,3,4,249900,1700,1992,1836,2023,136,Townhouse For Sale
12470646,3666 Stewart Ln,Dumfries,22026,3,3,195000,1500,1989,1396,2023,139,Townhouse For Sale
12501490,3423 Belleplain Ct,Dumfries,22026,3,3,200000,1690,1994,1608,2023,124,Townhouse For Sale
12501531,3425 Tuckahoe Ct,Dumfries,22026,3,3,225900,1600,1994,1252,2023,180,Townhouse For Sale
55712128,3017 Sigel Ct,Dumfries,22026,3,3,179000,1400,1975,1320,2023,135,Townhouse For Sale
12501507,3422 Tuckahoe Ct,Dumfries,22026,3,3,239900,1700,1994,1831,2023,131,Townhouse For Sale
51997667,3049 Antrim Cir,Dumfries,22026,4,3,260000,1695,1993,1666,2023,156,Townhouse For Sale
59788333,4297 Park Green Ct,Fairfax,22030,3,4,549900,2500,2002,1756,2656,313,Townhouse For Sale
